,Accession Number,Consensus 16S,Consensus 23S,Consensus 5S,Copies 16S,Copies 23S,Copies 5S,File Name,Longest 16S,Longest 23S,Longest 5S,Organism,Species
622,GCF_001682305.2,1554,2933,116,7,7,8,GCF_001682305.2_ASM168230v2_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
623,GCF_001516245.2,1544,2912,116,4,4,4,GCF_001516245.2_ASM151624v2_genomic.gbff.gz,1544,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
624,GCF_000019125.1,1547,2917,116,7,7,8,GCF_000019125.1_ASM1912v1_genomic.gbff.gz,1547,2917,116,Pseudomonas putida GB-1,Pseudomonas putida
625,GCF_002906515.1,1509,2888,118,2,2,2,GCF_002906515.1_ASM290651v1_genomic.gbff.gz,1509,2888,118,Helicobacter pylori,Helicobacter pylori
626,GCF_000012445.1,1547,2915,116,6,6,7,GCF_000012445.1_ASM1244v1_genomic.gbff.gz,1547,2912,116,Pseudomonas fluorescens Pf0-1,Pseudomonas fluorescens
627,GCF_001653415.1,1510,2889,118,1,1,1,GCF_001653415.1_ASM165341v1_genomic.gbff.gz,1510,2889,118,Helicobacter pylori,Helicobacter pylori
628,GCF_900636635.1,1537,2912,116,4,4,4,GCF_900636635.1_43721_H02_genomic.gbff.gz,1537,2912,116,Pseudomonas fluorescens,Pseudomonas fluorescens
629,GCF_000018705.1,1556,2929,116,7,7,8,GCF_000018705.1_ASM1870v1_genomic.gbff.gz,1554,2928,116,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7,Salmonella enterica
630,GCF_002906535.1,1509,2888,118,2,2,2,GCF_002906535.1_ASM290653v1_genomic.gbff.gz,1509,2888,118,Helicobacter pylori,Helicobacter pylori
631,GCF_000508765.1,1546,2912,116,4,4,4,GCF_000508765.1_ASM50876v1_genomic.gbff.gz,1532,2883,116,Pseudomonas aeruginosa LES431,Pseudomonas aeruginosa
632,GCF_000495455.2,1547,2917,116,6,6,6,GCF_000495455.2_ASM49545v2_genomic.gbff.gz,1547,2917,116,Pseudomonas putida S12,Pseudomonas putida
633,GCF_900636055.1,1554,2933,116,7,7,8,GCF_900636055.1_38656_H02_genomic.gbff.gz,1554,2926,116,Escherichia coli,Escherichia coli
634,GCF_002075815.1,1551,2898,114,4,4,4,GCF_002075815.1_ASM207581v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
635,GCF_003018935.1,1554,2930,116,7,7,8,GCF_003018935.1_ASM301893v1_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
636,GCF_900478295.1,1509,2888,118,2,2,2,GCF_900478295.1_35377_D02_genomic.gbff.gz,1509,2888,118,Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504,Helicobacter pylori
637,GCF_000152165.1,1551,2898,114,4,4,4,GCF_000152165.1_ASM15216v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis alpha710,Neisseria meningitidis
638,GCF_001594325.2,1544,2912,116,4,4,4,GCF_001594325.2_ASM159432v2_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
639,GCF_003516145.1,1514,2966,117,2,2,1,GCF_003516145.1_ASM351614v1_genomic.gbff.gz,1514,2966,117,Leptospira borgpetersenii serovar Ceylonica,Leptospira borgpetersenii
640,GCF_000430165.1,1554,3114,116,8,8,8,GCF_000430165.1_ASM43016v1_genomic.gbff.gz,1552,2162,116,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736",Salmonella enterica
641,GCF_003429185.1,1537,2912,116,4,4,4,GCF_003429185.1_ASM342918v1_genomic.gbff.gz,1536,2910,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
642,GCF_003855435.1,1548,2898,114,4,4,4,GCF_003855435.1_ASM385543v1_genomic.gbff.gz,1548,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
643,GCF_900635725.1,1554,3125,116,7,7,8,GCF_900635725.1_32752_C01_genomic.gbff.gz,1552,3028,116,Salmonella enterica subsp. houtenae,Salmonella enterica
644,GCF_003717475.1,1554,3027,116,7,7,8,GCF_003717475.1_ASM371747v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
645,GCF_900069025.1,1544,2912,116,4,4,4,GCF_900069025.1_ASM90006902v1_genomic.gbff.gz,1285,2512,116,Pseudomonas aeruginosa DK1,Pseudomonas aeruginosa
646,GCF_002024285.1,1548,2917,116,5,5,6,GCF_002024285.1_ASM202428v1_genomic.gbff.gz,1548,2917,116,Pseudomonas syringae pv. actinidiae,Pseudomonas syringae
647,GCF_000013785.1,1549,2915,116,4,4,4,GCF_000013785.1_ASM1378v1_genomic.gbff.gz,1546,2915,116,Pseudomonas stutzeri A1501,Pseudomonas stutzeri
648,GCF_001975445.1,1556,3117,116,7,7,8,GCF_001975445.1_ASM197544v1_genomic.gbff.gz,1554,2926,116,Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536,Salmonella enterica
649,GCF_001540845.1,1556,3113,116,7,7,8,GCF_001540845.1_SO4698_09_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica
650,GCF_001913235.1,1548,2917,116,5,5,6,GCF_001913235.1_ASM191323v1_genomic.gbff.gz,1548,2917,116,Pseudomonas syringae pv. actinidiae,Pseudomonas syringae
651,GCF_000439255.1,1554,3035,116,7,7,8,GCF_000439255.1_ASM43925v1_genomic.gbff.gz,1554,2924,116,Salmonella bongori N268-08,Salmonella bongori
652,GCF_001886975.1,1547,2917,116,7,7,8,GCF_001886975.1_ASM188697v1_genomic.gbff.gz,1547,2917,116,Pseudomonas putida,Pseudomonas putida
653,GCF_003351565.1,1545,2898,114,4,4,4,GCF_003351565.1_ASM335156v1_genomic.gbff.gz,1545,2898,114,Neisseria lactamica,Neisseria lactamica
654,GCF_000013245.1,1509,2890,118,2,2,2,GCF_000013245.1_ASM1324v1_genomic.gbff.gz,1509,2890,118,Helicobacter pylori HPAG1,Helicobacter pylori
655,GCF_000623295.1,1556,3073,116,7,7,8,GCF_000623295.1_ASM62329v1_genomic.gbff.gz,1553,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360,Salmonella enterica
656,GCF_000219605.1,1549,2915,116,4,4,4,GCF_000219605.1_ASM21960v1_genomic.gbff.gz,1549,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
657,GCF_000006845.1,1545,2911,117,4,4,4,GCF_000006845.1_ASM684v1_genomic.gbff.gz,1545,2903,117,Neisseria gonorrhoeae FA 1090,Neisseria gonorrhoeae
658,GCF_000800415.1,1551,2898,114,4,4,4,GCF_000800415.1_ASM80041v1_genomic.gbff.gz,1551,2897,114,Neisseria meningitidis,Neisseria meningitidis
659,GCF_001956735.1,1556,3109,116,7,7,8,GCF_001956735.1_ASM195673v1_genomic.gbff.gz,1554,2924,116,Salmonella enterica subsp. enterica serovar Antsalova str. S01-0511,Salmonella enterica
660,GCF_900636975.1,1537,2912,116,4,4,4,GCF_900636975.1_45813_F01_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
661,GCF_001606045.1,1544,2912,116,4,4,4,GCF_001606045.1_ASM160604v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
662,GCF_002906495.1,1509,2888,118,2,2,2,GCF_002906495.1_ASM290649v1_genomic.gbff.gz,1509,2888,118,Helicobacter pylori,Helicobacter pylori
663,GCF_003204335.1,1537,2912,116,4,4,4,GCF_003204335.1_ASM320433v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
664,GCF_002903125.1,1554,2933,116,7,7,8,GCF_002903125.1_ASM290312v1_genomic.gbff.gz,1554,2930,116,Escherichia coli,Escherichia coli
665,GCF_001047635.1,1514,2967,117,2,2,1,GCF_001047635.1_ASM104763v1_genomic.gbff.gz,1513,2967,117,Leptospira interrogans serovar Manilae,Leptospira interrogans
666,GCF_003640585.1,1520,2892,118,2,2,2,GCF_003640585.1_ASM364058v1_genomic.gbff.gz,1510,2884,118,Helicobacter pylori,Helicobacter pylori
667,GCF_000348885.1,1511,2890,118,2,2,2,GCF_000348885.1_ASM34888v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori OK310,Helicobacter pylori
668,GCF_001721765.1,1544,2912,116,4,4,4,GCF_001721765.1_ASM172176v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
669,GCF_000012245.1,1538,2903,115,5,5,6,GCF_000012245.1_ASM1224v1_genomic.gbff.gz,1538,2903,115,Pseudomonas syringae pv. syringae B728a,Pseudomonas syringae
670,GCF_003047185.1,1540,2918,116,5,5,6,GCF_003047185.1_ASM304718v1_genomic.gbff.gz,1540,2917,116,Pseudomonas syringae pv. atrofaciens,Pseudomonas syringae
671,GCF_000148855.1,1510,2891,118,2,2,2,GCF_000148855.1_ASM14885v1_genomic.gbff.gz,1510,2889,118,Helicobacter pylori SJM180,Helicobacter pylori
672,GCF_000272735.4,1556,3015,116,7,7,8,GCF_000272735.4_ASM27273v4_genomic.gbff.gz,1554,2926,116,Salmonella enterica subsp. enterica serovar Newport str. CVM 22513,Salmonella enterica
673,GCF_001045685.1,1544,2912,116,4,4,4,GCF_001045685.1_ASM104568v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,Pseudomonas aeruginosa
674,GCF_000219705.1,1549,2918,116,6,6,7,GCF_000219705.1_ASM21970v1_genomic.gbff.gz,1547,2917,116,Pseudomonas putida S16,Pseudomonas putida
675,GCF_003073575.1,1554,3028,116,7,7,8,GCF_003073575.1_ASM307357v1_genomic.gbff.gz,1552,2925,116,Salmonella enterica subsp. enterica serovar Montevideo str. 531954,Salmonella enterica
676,GCF_000590475.1,1546,2915,116,4,4,4,GCF_000590475.1_ASM59047v1_genomic.gbff.gz,1546,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
677,GCF_001753525.1,1556,2938,116,7,7,8,GCF_001753525.1_ASM175352v1_genomic.gbff.gz,1554,2930,116,Escherichia coli O157:H7,Escherichia coli
678,GCF_000349975.1,1504,2888,116,2,2,2,GCF_000349975.1_ASM34997v1_genomic.gbff.gz,1504,2888,116,Helicobacter cinaedi CCUG 18818 = ATCC BAA-847,Helicobacter cinaedi
679,GCF_003355255.1,1548,2898,114,4,4,4,GCF_003355255.1_ASM335525v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
680,GCF_900638035.1,1538,2915,116,4,4,4,GCF_900638035.1_55147_C01_genomic.gbff.gz,1538,2915,116,Pseudomonas stutzeri,Pseudomonas stutzeri
681,GCF_001010765.1,1514,2967,117,2,2,1,GCF_001010765.1_ASM101076v1_genomic.gbff.gz,1514,2967,117,Leptospira interrogans serovar Bratislava,Leptospira interrogans
682,GCF_000262325.2,1547,2916,116,6,6,7,GCF_000262325.2_ASM26232v2_genomic.gbff.gz,1547,2916,116,Pseudomonas fluorescens A506,Pseudomonas fluorescens
683,GCF_000826985.1,1510,2889,118,2,2,2,GCF_000826985.1_ASM82698v1_genomic.gbff.gz,1445,2869,118,Helicobacter pylori 26695-1,Helicobacter pylori
684,GCF_003851645.1,1538,2916,116,6,6,7,GCF_003851645.1_ASM385164v1_genomic.gbff.gz,1538,2916,116,Pseudomonas orientalis,Pseudomonas orientalis
685,GCF_001767335.1,1547,2920,116,6,6,7,GCF_001767335.1_ASM176733v1_genomic.gbff.gz,1546,2917,115,Pseudomonas putida JB,Pseudomonas putida
686,GCF_900618255.1,1537,2912,116,4,4,4,GCF_900618255.1_paerg002_genomic.gbff.gz,1535,2905,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
687,GCF_000184185.1,1556,2931,116,7,7,8,GCF_000184185.1_ASM18418v1_genomic.gbff.gz,1556,2929,116,Escherichia coli W,Escherichia coli
688,GCF_003319235.1,1537,2912,116,4,4,4,GCF_003319235.1_ASM331923v1_genomic.gbff.gz,1537,2911,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
689,GCF_001433515.1,1510,2886,118,2,2,2,GCF_001433515.1_ASM143351v1_genomic.gbff.gz,1510,2884,118,Helicobacter pylori,Helicobacter pylori
690,GCF_002009315.1,1554,2933,116,7,7,8,GCF_002009315.1_ASM200931v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
691,GCF_003111785.1,1554,2933,116,7,7,8,GCF_003111785.1_ASM311178v1_genomic.gbff.gz,1552,2927,116,Escherichia coli,Escherichia coli
692,GCF_000194805.1,1546,2916,116,5,5,6,GCF_000194805.1_ASM19480v1_genomic.gbff.gz,1546,2916,116,Pseudomonas brassicacearum subsp. brassicacearum NFM421,Pseudomonas brassicacearum
693,GCF_000585995.1,1546,2916,116,5,5,6,GCF_000585995.1_ASM58599v1_genomic.gbff.gz,1546,2916,116,Pseudomonas brassicacearum,Pseudomonas brassicacearum
694,GCF_001697345.1,1551,2898,114,4,4,4,GCF_001697345.1_ASM169734v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
695,GCF_002853655.1,1554,2933,116,7,7,8,GCF_002853655.1_ASM285365v1_genomic.gbff.gz,1552,2923,116,Escherichia coli,Escherichia coli
696,GCF_001936315.1,1554,2932,116,7,7,8,GCF_001936315.1_ASM193631v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
697,GCF_003966775.1,1554,2925,116,7,7,8,GCF_003966775.1_ASM396677v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
698,GCF_900149285.1,1544,2912,116,4,4,4,GCF_900149285.1_PcyII-10_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
699,GCF_000010485.1,1556,2925,116,7,7,8,GCF_000010485.1_ASM1048v1_genomic.gbff.gz,1556,2925,116,Escherichia coli SE15,Escherichia coli
700,GCF_003355315.1,1548,2898,114,4,4,4,GCF_003355315.1_ASM335531v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
701,GCF_001620155.1,1558,3109,116,8,7,8,GCF_001620155.1_ASM162015v1_genomic.gbff.gz,1540,2927,116,Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783,Salmonella enterica
702,GCF_003798105.1,1537,2912,116,4,4,4,GCF_003798105.1_ASM379810v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
703,GCF_900120225.1,1509,2890,118,2,2,2,GCF_900120225.1_HE136_09_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
704,GCF_900638475.1,1509,2890,118,2,2,2,GCF_900638475.1_57685_G01_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
705,GCF_900095805.1,1544,2912,116,4,4,4,GCF_900095805.1_PA14Or_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
706,GCF_002952615.1,1509,2889,118,2,2,2,GCF_002952615.1_ASM295261v1_genomic.gbff.gz,1509,2889,118,Helicobacter pylori,Helicobacter pylori
707,GCF_000271985.2,1544,2912,116,4,4,4,GCF_000271985.2_ASM27198v2_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa SJTD-1,Pseudomonas aeruginosa
708,GCF_001280385.1,1556,2930,116,7,7,8,GCF_001280385.1_ASM128038v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
709,GCF_003008635.1,1538,2916,116,5,5,6,GCF_003008635.1_ASM300863v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
710,GCF_000191425.1,1551,2898,114,4,4,4,GCF_000191425.1_ASM19142v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis G2136,Neisseria meningitidis
711,GCF_001697805.1,1551,2898,114,4,4,4,GCF_001697805.1_ASM169780v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
712,GCF_003812905.1,1537,2912,116,4,4,4,GCF_003812905.1_ASM381290v1_genomic.gbff.gz,1537,2910,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
713,GCF_900120255.1,1509,2890,118,2,2,2,GCF_900120255.1_HE101_09_genomic.gbff.gz,1509,2890,118,Helicobacter pylori,Helicobacter pylori
714,GCF_003716785.1,1516,3632,117,2,2,1,GCF_003716785.1_ASM371678v1_genomic.gbff.gz,1514,3632,117,Leptospira borgpetersenii serovar Hardjo-bovis,Leptospira borgpetersenii
715,GCF_001697745.1,1551,2898,114,4,4,4,GCF_001697745.1_ASM169774v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
716,GCF_000486445.2,1556,3131,116,7,7,8,GCF_000486445.2_ASM48644v2_genomic.gbff.gz,1554,2929,116,Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791,Salmonella enterica
717,GCF_002222575.1,1510,2891,118,2,2,2,GCF_002222575.1_ASM222257v1_genomic.gbff.gz,1510,2891,118,Helicobacter pylori,Helicobacter pylori
718,GCF_003851385.1,1538,2916,116,5,5,6,GCF_003851385.1_ASM385138v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis
719,GCF_000277425.1,1511,2888,118,2,2,2,GCF_000277425.1_ASM27742v1_genomic.gbff.gz,1509,2888,118,Helicobacter pylori PeCan18,Helicobacter pylori
720,GCF_001975325.1,1556,3118,116,7,7,8,GCF_001975325.1_ASM197532v1_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Bergen str. ST350,Salmonella enterica
721,GCF_003851785.1,1538,2916,116,5,5,6,GCF_003851785.1_ASM385178v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis,Pseudomonas chlororaphis
722,GCF_003355335.1,1549,2898,114,4,4,4,GCF_003355335.1_ASM335533v1_genomic.gbff.gz,1548,2898,114,Neisseria meningitidis,Neisseria meningitidis
723,GCF_003408495.1,1537,2912,116,4,4,4,GCF_003408495.1_ASM340849v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
724,GCF_002763415.1,1554,3066,116,7,7,8,GCF_002763415.1_ASM276341v1_genomic.gbff.gz,1552,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella enterica
725,GCF_001697645.1,1551,2898,114,4,4,4,GCF_001697645.1_ASM169764v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
726,GCF_001305235.1,1556,3066,116,7,7,8,GCF_001305235.1_ASM130523v1_genomic.gbff.gz,1554,2925,116,Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella enterica
727,GCF_003850525.1,1538,2916,116,5,5,6,GCF_003850525.1_ASM385052v1_genomic.gbff.gz,1538,2916,116,Pseudomonas chlororaphis subsp. piscium,Pseudomonas chlororaphis
728,GCF_000224575.1,1510,2891,118,2,2,2,GCF_000224575.1_ASM22457v1_genomic.gbff.gz,1510,2891,118,Helicobacter pylori SNT49,Helicobacter pylori
729,GCF_003571445.1,1548,2898,114,4,4,4,GCF_003571445.1_ASM357144v1_genomic.gbff.gz,1548,2898,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
730,GCF_003718595.1,1554,3027,116,7,7,8,GCF_003718595.1_ASM371859v1_genomic.gbff.gz,1554,3027,116,Salmonella enterica subsp. enterica serovar Typhi,Salmonella enterica
731,GCF_003204155.1,1554,2931,116,7,7,8,GCF_003204155.1_ASM320415v1_genomic.gbff.gz,1554,2925,116,Escherichia coli,Escherichia coli
732,GCF_002073615.2,1548,2898,114,4,4,4,GCF_002073615.2_ASM207361v2_genomic.gbff.gz,1548,2897,114,Neisseria gonorrhoeae,Neisseria gonorrhoeae
733,GCF_001697925.1,1551,2898,114,4,4,4,GCF_001697925.1_ASM169792v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
734,GCF_002386325.1,1554,3112,116,7,7,8,GCF_002386325.1_ASM238632v1_genomic.gbff.gz,1553,2928,116,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica
735,GCF_000671295.1,1555,2933,116,7,7,8,GCF_000671295.1_ASM67129v1_genomic.gbff.gz,1554,2929,116,Escherichia coli O145:H28 str. RM12581,Escherichia coli
736,GCF_003073615.1,1537,2912,116,4,4,4,GCF_003073615.1_ASM307361v1_genomic.gbff.gz,1537,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
737,GCF_003852045.1,1538,2916,116,6,6,7,GCF_003852045.1_ASM385204v1_genomic.gbff.gz,1538,2916,116,Pseudomonas orientalis,Pseudomonas orientalis
738,GCF_000510325.1,1547,2916,116,6,6,7,GCF_000510325.1_ASM51032v1_genomic.gbff.gz,1547,2916,116,Pseudomonas monteilii SB3101,Pseudomonas monteilii
739,GCF_002763655.1,1540,2917,116,5,5,6,GCF_002763655.1_ASM276365v1_genomic.gbff.gz,1536,2907,116,Pseudomonas syringae pv. actinidiae,Pseudomonas syringae
740,GCF_002984035.1,1554,3168,116,7,7,8,GCF_002984035.1_ASM298403v1_genomic.gbff.gz,1552,2923,116,Salmonella enterica,Salmonella enterica
741,GCF_001444465.1,1516,2966,117,2,2,1,GCF_001444465.1_ASM144446v1_genomic.gbff.gz,1514,2965,117,Leptospira borgpetersenii serovar Ballum,Leptospira borgpetersenii
742,GCF_003410275.1,1554,2933,116,7,7,8,GCF_003410275.1_ASM341027v1_genomic.gbff.gz,1552,2925,116,Escherichia coli,Escherichia coli
743,GCF_000253215.1,1556,2902,114,4,4,4,GCF_000253215.1_ASM25321v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis WUE 2594,Neisseria meningitidis
744,GCF_003571665.1,1554,2925,116,7,7,8,GCF_003571665.1_ASM357166v1_genomic.gbff.gz,1554,2924,116,Escherichia coli,Escherichia coli
745,GCF_002895205.1,1552,2930,116,7,7,8,GCF_002895205.1_ASM289520v1_genomic.gbff.gz,1552,2929,116,Escherichia albertii,Escherichia albertii
746,GCF_001697705.1,1551,2898,114,4,4,4,GCF_001697705.1_ASM169770v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
747,GCF_000271965.2,1547,2917,116,6,6,7,GCF_000271965.2_ASM27196v2_genomic.gbff.gz,1547,2914,116,Pseudomonas putida SJTE-1,Pseudomonas putida
748,GCF_000008525.1,1501,2976,135,2,2,3,GCF_000008525.1_ASM852v1_genomic.gbff.gz,1498,2975,118,Helicobacter pylori 26695,Helicobacter pylori
749,GCF_000940895.2,1558,3117,116,7,7,8,GCF_000940895.2_ASM94089v2_genomic.gbff.gz,1554,2927,116,Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532,Salmonella enterica
750,GCF_000761195.1,1547,2916,116,5,5,6,GCF_000761195.1_ASM76119v1_genomic.gbff.gz,1547,2915,116,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas chlororaphis
751,GCF_001697565.1,1551,2898,114,4,4,4,GCF_001697565.1_ASM169756v1_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
752,GCF_000277405.1,1511,2890,118,2,2,2,GCF_000277405.1_ASM27740v1_genomic.gbff.gz,1511,2890,118,Helicobacter pylori Shi112,Helicobacter pylori
753,GCF_000195105.1,1549,2915,116,4,4,4,GCF_000195105.1_ASM19510v1_genomic.gbff.gz,1549,2915,116,Pseudomonas stutzeri DSM 4166,Pseudomonas stutzeri
754,GCF_001721805.1,1544,2912,116,4,4,4,GCF_001721805.1_ASM172180v1_genomic.gbff.gz,1544,2912,116,Pseudomonas aeruginosa,Pseudomonas aeruginosa
755,GCF_000698865.1,1547,2916,116,5,5,6,GCF_000698865.1_ASM69886v1_genomic.gbff.gz,1540,2916,116,Pseudomonas chlororaphis,Pseudomonas chlororaphis
756,GCF_000787195.2,1551,2898,114,4,4,4,GCF_000787195.2_ASM78719v2_genomic.gbff.gz,1551,2898,114,Neisseria meningitidis,Neisseria meningitidis
757,GCF_000685705.1,1510,2888,118,2,2,2,GCF_000685705.1_ASM68570v1_genomic.gbff.gz,1510,2888,118,Helicobacter pylori,Helicobacter pylori
