,Organism (NCBI),Accession Number,File Name,Species (GTDB),Longest 16S,Consensus 16S,Copies 16S,Longest 23S,Consensus 23S,Copies 23S,Longest 5S,Consensus 5S,Copies 5S
512,Streptococcus sobrinus,GCF_003176795.1,GCF_003176795.1_ASM317679v1_genomic.gbff.gz,Streptococcus sobrinus,1560,1564,6,2903,2903,6,116,116,6
62,Streptococcus sobrinus,GCF_003176815.1,GCF_003176815.1_ASM317681v1_genomic.gbff.gz,Streptococcus sobrinus,1560,1564,6,2903,2903,6,116,116,6
581,Streptococcus sobrinus,GCF_900475365.1,GCF_900475365.1_43908_G01_genomic.gbff.gz,Streptococcus sobrinus,1560,1564,6,2903,2903,6,116,116,6
139,Streptococcus sobrinus,GCF_900475395.1,GCF_900475395.1_43908_H01_genomic.gbff.gz,Streptococcus sobrinus,1564,1564,6,2903,2903,6,116,116,6
424,Streptococcus sp. FDAARGOS_192,GCF_002073815.2,GCF_002073815.2_ASM207381v2_genomic.gbff.gz,Streptococcus salivarius,1555,1555,6,2902,2902,6,116,116,6
415,Streptococcus sp. 'group B',GCF_002073795.1,GCF_002073795.1_ASM207379v2_genomic.gbff.gz,Streptococcus agalactiae,1555,1555,7,2906,2906,7,116,116,7
28,Streptococcus suis 05HAS68,GCF_000168355.3,GCF_000168355.3_ASM16835v3_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
301,Streptococcus suis 6407,GCF_000732355.1,GCF_000732355.1_ASM73235v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2905,2905,4,116,116,4
461,Streptococcus suis A7,GCF_000233575.1,GCF_000233575.1_ASM23357v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2910,2911,4,116,116,4
487,Streptococcus suis BM407,GCF_000026745.1,GCF_000026745.1_ASM2674v1_genomic.gbff.gz,Streptococcus suis,1544,1544,4,2904,2905,4,127,129,4
610,Streptococcus suis D12,GCF_000231905.1,GCF_000231905.1_ASM23190v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
124,Streptococcus suis D9,GCF_000231885.1,GCF_000231885.1_ASM23188v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,114,118,4
653,Streptococcus suis,GCF_000993745.1,GCF_000993745.1_ASM99374v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
475,Streptococcus suis,GCF_001272635.1,GCF_001272635.1_ASM127263v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
11,Streptococcus suis,GCF_001572685.1,GCF_001572685.1_ASM157268v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
641,Streptococcus suis,GCF_001610935.1,GCF_001610935.1_ASM161093v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2905,2906,4,116,116,4
598,Streptococcus suis,GCF_001640765.1,GCF_001640765.1_ASM164076v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2904,2906,4,115,116,4
434,Streptococcus suis,GCF_001721625.1,GCF_001721625.1_ASM172162v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
460,Streptococcus suis,GCF_001936415.1,GCF_001936415.1_ASM193641v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,3
39,Streptococcus suis,GCF_002111405.1,GCF_002111405.1_ASM211140v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
179,Streptococcus suis,GCF_002189695.1,GCF_002189695.1_ASM218969v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
672,Streptococcus suis,GCF_002688665.1,GCF_002688665.1_ASM268866v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
245,Streptococcus suis,GCF_002736265.1,GCF_002736265.1_ASM273626v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
635,Streptococcus suis,GCF_003144175.1,GCF_003144175.1_ASM314417v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
204,Streptococcus suis,GCF_900475585.1,GCF_900475585.1_44087_H01_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
363,Streptococcus suis GZ1,GCF_000018185.1,GCF_000018185.1_ASM1818v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
300,Streptococcus suis JS14,GCF_000186405.1,GCF_000186405.1_ASM18640v1_genomic.gbff.gz,Streptococcus suis,1555,1603,4,2909,2912,4,116,116,4
508,Streptococcus suis P1/7,GCF_000091905.1,GCF_000091905.1_ASM9190v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
675,Streptococcus suis S735,GCF_000294495.1,GCF_000294495.1_ASM29449v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2911,4,116,116,4
150,Streptococcus suis SC070731,GCF_000344765.1,GCF_000344765.1_ASM34476v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
158,Streptococcus suis SC84,GCF_000026725.1,GCF_000026725.1_ASM2672v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
51,Streptococcus suis SS12,GCF_000231865.1,GCF_000231865.1_ASM23186v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
252,Streptococcus suis ST1,GCF_000231925.1,GCF_000231925.1_ASM23192v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2911,2911,4,116,116,4
627,Streptococcus suis ST3,GCF_000204625.1,GCF_000204625.1_ASM20462v1_genomic.gbff.gz,Streptococcus suis,1555,1556,4,2906,2906,4,116,116,4
531,Streptococcus suis T15,GCF_000494895.1,GCF_000494895.1_ASM49489v1_genomic.gbff.gz,Streptococcus suis,1556,1559,4,2906,2906,4,116,118,4
202,Streptococcus suis TL13,GCF_000390245.1,GCF_000390245.1_ASM39024v1_genomic.gbff.gz,Streptococcus suis,1556,1560,4,2906,2916,4,116,116,4
192,Streptococcus suis YB51,GCF_000471985.1,GCF_000471985.1_ASM47198v1_genomic.gbff.gz,Streptococcus suis,1556,1556,4,2906,2906,4,116,116,4
664,Streptococcus thermophilus ASCC 1275,GCF_000698885.1,GCF_000698885.1_ASM69888v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
663,Streptococcus thermophilus CNRZ1066,GCF_000011845.1,GCF_000011845.1_ASM1184v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
637,Streptococcus thermophilus,GCF_000971665.1,GCF_000971665.1_ASM97166v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
153,Streptococcus thermophilus,GCF_001008015.1,GCF_001008015.1_ASM100801v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
195,Streptococcus thermophilus,GCF_001280285.1,GCF_001280285.1_ASM128028v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
513,Streptococcus thermophilus,GCF_001514435.1,GCF_001514435.1_ASM151443v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
608,Streptococcus thermophilus,GCF_001663795.1,GCF_001663795.1_ASM166379v1_genomic.gbff.gz,Streptococcus thermophilus,1554,1555,6,2900,2902,6,116,116,6
56,Streptococcus thermophilus,GCF_001685375.1,GCF_001685375.1_ASM168537v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
164,Streptococcus thermophilus,GCF_001705585.1,GCF_001705585.1_ASM170558v1_genomic.gbff.gz,Streptococcus thermophilus,1554,1555,6,2899,2902,6,115,116,6
431,Streptococcus thermophilus,GCF_001855705.1,GCF_001855705.1_ASM185570v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
308,Streptococcus thermophilus,GCF_002012365.1,GCF_002012365.1_ASM201236v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
42,Streptococcus thermophilus,GCF_002286255.1,GCF_002286255.1_ASM228625v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
50,Streptococcus thermophilus,GCF_002443035.1,GCF_002443035.1_ASM244303v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2901,2902,6,116,116,6
352,Streptococcus thermophilus,GCF_002843115.1,GCF_002843115.1_ASM284311v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
328,Streptococcus thermophilus,GCF_002846075.1,GCF_002846075.1_ASM284607v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
99,Streptococcus thermophilus,GCF_002846155.1,GCF_002846155.1_ASM284615v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2902,6,116,116,6
507,Streptococcus thermophilus,GCF_900094135.1,GCF_900094135.1_ASM90009413v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,119,5
521,Streptococcus thermophilus,GCF_900474985.1,GCF_900474985.1_41965_C01_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
686,Streptococcus thermophilus JIM 8232,GCF_000253395.1,GCF_000253395.1_ASM25339v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2901,2902,6,116,116,6
289,Streptococcus thermophilus LMD-9,GCF_000014485.1,GCF_000014485.1_ASM1448v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2901,2902,6,116,116,6
661,Streptococcus thermophilus LMG 18311,GCF_000011825.1,GCF_000011825.1_ASM1182v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,6,2902,2907,6,116,116,6
238,Streptococcus thermophilus MN-ZLW-002,GCF_000262675.1,GCF_000262675.1_ASM26267v1_genomic.gbff.gz,Streptococcus thermophilus,1555,1555,5,2902,2902,5,116,116,5
167,Streptococcus thermophilus ND03,GCF_000182875.1,GCF_000182875.1_ASM18287v1_genomic.gbff.gz,Streptococcus thermophilus,1554,1555,5,2901,2903,5,116,116,5
61,Streptococcus uberis 0140J,GCF_000009545.1,GCF_000009545.1_ASM954v1_genomic.gbff.gz,Streptococcus uberis,1553,1553,5,2904,2904,5,116,116,5
306,Streptococcus uberis,GCF_002814135.1,GCF_002814135.1_ASM281413v1_genomic.gbff.gz,Streptococcus uberis,1553,1553,5,2904,2904,5,116,116,5
366,Streptococcus uberis,GCF_900475595.1,GCF_900475595.1_44343_G01_genomic.gbff.gz,Streptococcus uberis,1553,1553,6,2904,2904,6,116,116,6
498,Streptococcus uberis,GCF_900475695.1,GCF_900475695.1_46463_C01_genomic.gbff.gz,Streptococcus uberis,1553,1553,6,2904,2904,6,116,116,6
