accession;gtdb_taxonomy;lsu_silva_23s_taxonomy;ncbi_organism_name;ncbi_taxonomy;ssu_silva_taxonomy
136426;GCF_001643955.1;Campylobacter hyointestinalis;Campylobacter hyointestinalis subsp. hyointestinalis;Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260;Campylobacter hyointestinalis;Campylobacter hyointestinalis subsp. hyointestinalis
83905;GCF_001643975.1;Campylobacter hyointestinalis_A;Campylobacter hyointestinalis subsp. hyointestinalis;Campylobacter hyointestinalis subsp. lawsonii;Campylobacter hyointestinalis;Campylobacter hyointestinalis subsp. lawsonii
96156;GCF_000017725.2;Campylobacter_A concisus_T;Campylobacter concisus UNSW2;Campylobacter concisus 13826;Campylobacter concisus;Campylobacter concisus UNSW1
94370;GCF_001298465.1;Campylobacter_A concisus;Campylobacter concisus ATCC 51562;Campylobacter concisus;Campylobacter concisus;Campylobacter concisus UNSW1
84579;GCF_003048375.1;Campylobacter_A concisus_T;Campylobacter concisus UNSW2;Campylobacter concisus;Campylobacter concisus;Campylobacter sp. 10_1_50
140470;GCF_000017465.2;Campylobacter_A curvus;Campylobacter curvus 525.92;Campylobacter curvus 525.92;Campylobacter curvus;Campylobacter curvus 525.92
10322;GCF_000019205.1;Campylobacter_D lari;Campylobacter lari RM2100;Campylobacter lari RM2100;Campylobacter lari;Campylobacter lari RM2100
72692;GCF_000816225.1;Campylobacter_D lari_B;Campylobacter lari subsp. concheus LMG 11760;Campylobacter lari subsp. concheus LMG 11760;Campylobacter lari;Campylobacter lari CCUG 22395
120592;GCF_000816365.1;Campylobacter_D lari_C;Campylobacter lari NCTC 11845;Campylobacter lari NCTC 11845;Campylobacter lari;Campylobacter lari NCTC 11845
16942;GCF_000816385.2;Campylobacter_D lari_C;Campylobacter lari CCUG 22395;Campylobacter lari CCUG 22395;Campylobacter lari;Campylobacter lari CCUG 22395
43316;GCF_000816405.1;Campylobacter_D lari_C;Campylobacter lari CCUG 22395;Campylobacter lari RM16701;Campylobacter lari;Campylobacter lari CCUG 22395
142938;GCF_000816425.1;Campylobacter_D lari_C;Campylobacter lari RM16712;Campylobacter lari RM16712;Campylobacter lari;Campylobacter lari RM16712
137953;GCF_001017575.1;Campylobacter_D lari_C;Campylobacter lari CCUG 22395;Campylobacter lari;Campylobacter lari;Campylobacter lari CCUG 22395
1475;GCF_002220735.1;Campylobacter_B sputorum;Campylobacter sp. CIT045;Campylobacter sputorum bv. faecalis CCUG 20703;Campylobacter sputorum;Campylobacter sputorum
50429;GCF_002220755.1;Campylobacter_B sputorum;Campylobacter sp. CIT045;Campylobacter sputorum bv. paraureolyticus LMG 11764;Campylobacter sputorum;Campylobacter sputorum
62570;GCF_002220775.1;Campylobacter_B sputorum;Campylobacter sputorum biovar sputorum;Campylobacter sputorum;Campylobacter sputorum;Campylobacter sputorum
116573;GCF_002220795.1;Campylobacter_B sputorum;Campylobacter sp. CIT045;Campylobacter sputorum bv. sputorum RM3237;Campylobacter sputorum;Campylobacter sputorum
75845;GCF_001190745.1;Campylobacter_B gracilis;Campylobacter hyointestinalis subsp. hyointestinalis;Campylobacter gracilis;Campylobacter gracilis;uncultured Campylobacter sp.
111065;GCF_001190755.1;Campylobacter_B ureolyticus;Campylobacter ureolyticus ACS-301-V-Sch3b;Campylobacter ureolyticus RIGS 9880;Campylobacter ureolyticus;Campylobacter ureolyticus
5648;GCF_002080395.1;Campylobacter_D helveticus;Campylobacter upsaliensis JV21;Campylobacter helveticus;Campylobacter helveticus;Campylobacter helveticus
84856;GCF_002139935.1;Campylobacter lanienae;Campylobacter fetus subsp. venerealis 97/608;Campylobacter lanienae NCTC 13004;Campylobacter lanienae;Campylobacter lanienae
123814;GCF_000017585.1;Campylobacter_B hominis;Campylobacter hominis ATCC BAA-381;Campylobacter hominis ATCC BAA-381;Campylobacter hominis;Campylobacter hominis ATCC BAA-381
88677;GCF_000816185.1;Campylobacter_D insulaenigrae;Campylobacter insulaenigrae NCTC 12927;Campylobacter insulaenigrae NCTC 12927;Campylobacter insulaenigrae;Campylobacter insulaenigrae NCTC 12927
69592;GCF_002104335.1;Campylobacter_D cuniculorum;Campylobacter cuniculorum DSM 23162;Campylobacter cuniculorum DSM 23162 = LMG 24588;Campylobacter cuniculorum;Campylobacter cuniculorum DSM 23162
90205;GCF_000816785.1;Campylobacter_D peloridis;Campylobacter peloridis LMG 23910;Campylobacter peloridis LMG 23910;Campylobacter peloridis;Campylobacter peloridis LMG 23910
37814;GCF_000816265.1;Campylobacter_D subantarcticus;Campylobacter subantarcticus LMG 24374;Campylobacter subantarcticus LMG 24374;Campylobacter subantarcticus;Campylobacter subantarcticus LMG 24374
46982;GCF_000816305.1;Campylobacter_D subantarcticus;Campylobacter subantarcticus LMG 24377;Campylobacter subantarcticus LMG 24377;Campylobacter subantarcticus;Campylobacter subantarcticus LMG 24377
75505;GCF_002238335.1;Campylobacter_D avium;Campylobacter jejuni subsp. jejuni 81-176-UMCW9;Campylobacter avium LMG 24591;Campylobacter avium;Campylobacter avium
31381;GCF_000816345.1;Campylobacter_D volucris;Campylobacter volucris LMG 24379;Campylobacter volucris LMG 24379;Campylobacter volucris;Campylobacter volucris LMG 24379
6758;GCF_000736415.1;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum
64342;GCF_001483985.1;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum
26190;GCF_001643995.1;Campylobacter iguaniorum;Campylobacter fetus subsp. venerealis 97/608;Campylobacter iguaniorum;Campylobacter iguaniorum;Campylobacter iguaniorum
12814;GCF_000816245.1;Campylobacter_D sp000816245;Campylobacter sp. RM16704;Campylobacter sp. RM16704;Campylobacter sp.;Campylobacter sp. RM16704
648;GCF_002139915.1;Campylobacter sp002139915;Campylobacter fetus subsp. venerealis 97/608;Campylobacter sp. NCTC 13003;Campylobacter sp.;Campylobacter cf. lanienae UB 992
36399;GCF_002139855.1;Campylobacter sp002139855;Campylobacter fetus subsp. venerealis 97/608;Campylobacter sp. RM6137;Campylobacter sp.;Campylobacter lanienae
111668;GCF_002139895.1;Campylobacter sp002139875;Campylobacter hyointestinalis subsp. hyointestinalis;Campylobacter sp. RM8964;Campylobacter sp.;Campylobacter lanienae
82453;GCF_002139875.1;Campylobacter sp002139875;Campylobacter hyointestinalis subsp. hyointestinalis;Campylobacter sp. RM12175;Campylobacter sp.;Campylobacter lanienae
12181;GCF_002021925.1;Campylobacter_A pinnipediorum;Campylobacter mucosalis;Campylobacter pinnipediorum subsp. pinnipediorum;Campylobacter pinnipediorum;Campylobacter sp. 0403804-C0128
106343;GCF_002021945.1;Campylobacter_A pinnipediorum;Campylobacter mucosalis;Campylobacter pinnipediorum subsp. pinnipediorum;Campylobacter pinnipediorum;Campylobacter sp. 0403804-C0128
12674;GCF_002021965.1;Campylobacter_A pinnipediorum;Campylobacter mucosalis;Campylobacter pinnipediorum subsp. pinnipediorum;Campylobacter pinnipediorum;Campylobacter sp. 0403804-C0128
105144;GCF_002021985.1;Campylobacter_A pinnipediorum_A;Campylobacter mucosalis;Campylobacter pinnipediorum subsp. caledonicus;Campylobacter pinnipediorum;Campylobacter sp. 0403804-C0128
81192;GCF_002022005.1;Campylobacter_A pinnipediorum_A;Campylobacter mucosalis;Campylobacter pinnipediorum subsp. caledonicus;Campylobacter pinnipediorum;Campylobacter sp. 0403804-C0128
132981;GCF_000008765.1;Clostridium_S acetobutylicum;Clostridium acetobutylicum DSM 1731;Clostridium acetobutylicum ATCC 824;Clostridium acetobutylicum;Clostridium acetobutylicum DSM 1731
102554;GCF_000191905.1;Clostridium_S acetobutylicum;Clostridium acetobutylicum DSM 1731;Clostridium acetobutylicum EA 2018;Clostridium acetobutylicum;Clostridium acetobutylicum DSM 1731
1473;GCF_000218855.1;Clostridium_S acetobutylicum;Clostridium acetobutylicum DSM 1731;Clostridium acetobutylicum DSM 1731;Clostridium acetobutylicum;Clostridium acetobutylicum DSM 1731
68749;GCF_000017025.1;Clostridium_F botulinum;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum;Clostridium botulinum A str. Hall
63922;GCF_000017045.1;Clostridium_F botulinum;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum A str. Hall;Clostridium botulinum;Clostridium botulinum A str. Hall
50512;GCF_000017065.1;Clostridium_F botulinum;Clostridium botulinum F str. Langeland;Clostridium botulinum F str. Langeland;Clostridium botulinum;Clostridium botulinum F str. Langeland
111069;GCF_000019305.1;Clostridium_F botulinum;Clostridium botulinum B1 str. Okra;Clostridium botulinum B1 str. Okra;Clostridium botulinum;Clostridium botulinum B1 str. Okra
2557;GCF_000019545.1;Clostridium_F botulinum;Clostridium botulinum A3 str. Loch Maree;Clostridium botulinum A3 str. Loch Maree;Clostridium botulinum;Clostridium botulinum A3 str. Loch Maree
115673;GCF_000020165.1;Clostridium botulinum_B;Clostridium botulinum B str. Eklund 17B (NRP);Clostridium botulinum B str. Eklund 17B (NRP);Clostridium botulinum;Clostridium botulinum
116031;GCF_000020285.1;Clostridium botulinum_A;Clostridium botulinum;Clostridium botulinum E3 str. Alaska E43;Clostridium botulinum;Clostridium botulinum
29969;GCF_000020345.1;Clostridium_F botulinum;Clostridium botulinum Ba4 str. 657;Clostridium botulinum Ba4 str. 657;Clostridium botulinum;Clostridium botulinum NCTC 2916
57674;GCF_000022765.1;Clostridium_F botulinum;Clostridium botulinum A2 str. Kyoto;Clostridium botulinum A2 str. Kyoto;Clostridium botulinum;Clostridium botulinum NCTC 2916
103927;GCF_000063585.1;Clostridium_F botulinum;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum A str. ATCC 3502;Clostridium botulinum;Clostridium botulinum NCTC 2916
54930;GCF_000092345.1;Clostridium_F botulinum;Clostridium botulinum F str. 230613;Clostridium botulinum F str. 230613;Clostridium botulinum;Clostridium botulinum F str. Langeland
5670;GCF_000204565.1;Clostridium_H botulinum_B;Clostridium botulinum BKT015925;Clostridium botulinum BKT015925;Clostridium botulinum;Clostridium botulinum BKT015925
17732;GCF_000253195.1;Clostridium_F botulinum;Clostridium botulinum H04402 065;Clostridium botulinum H04402 065;Clostridium botulinum;Clostridium botulinum H04402 065
133118;GCF_000307125.1;Clostridium botulinum_B;Clostridium botulinum B str. Eklund 17B (NRP);Clostridium botulinum B str. Eklund 17B (NRP);Clostridium botulinum;Clostridium botulinum
91496;GCF_000789355.1;Clostridium botulinum_B;Clostridium botulinum 202F;Clostridium botulinum 202F;Clostridium botulinum;Clostridium botulinum 202F
83168;GCF_000817935.1;Clostridium_F botulinum;Clostridium botulinum CDC_1436;Clostridium botulinum CDC_1436;Clostridium botulinum;Clostridium botulinum NCTC 2916
84788;GCF_000827935.1;Clostridium botulinum_A;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum
93112;GCF_000827955.1;Clostridium botulinum_A;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum
52545;GCF_000829015.1;Clostridium_F botulinum;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum
10973;GCF_001879605.1;Clostridium_F botulinum;Clostridium botulinum Prevot_594;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
88425;GCF_001879625.1;Clostridium_F botulinum;Clostridium botulinum NCTC 2916;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
106314;GCF_001886775.1;Clostridium_F botulinum_A;Clostridium botulinum A3 str. Loch Maree;Clostridium botulinum;Clostridium botulinum;Clostridium sporogenes ATCC 15579
24130;GCF_001889325.1;Clostridium_F botulinum_A;Clostridium botulinum Prevot_594;Clostridium botulinum;Clostridium botulinum;Clostridium sporogenes
77840;GCF_001889345.1;Clostridium_F botulinum;Clostridium botulinum H04402 065;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
128528;GCF_002865745.1;Clostridium_F botulinum;Clostridium botulinum NCTC 2916;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
11178;GCF_002865765.1;Clostridium_F botulinum;Clostridium botulinum H04402 065;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
26853;GCF_002865785.1;Clostridium_F botulinum_A;Clostridium sporogenes ATCC 15579;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A3 str. Loch Maree
22674;GCF_002865805.1;Clostridium_F botulinum;Clostridium botulinum NCTC 2916;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
132816;GCF_002865825.1;Clostridium_F botulinum;Clostridium botulinum Ba4 str. 657;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum Bf
99156;GCF_002865845.1;Clostridium_F botulinum;Clostridium botulinum NCTC 2916;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
142896;GCF_002865885.1;Clostridium_F botulinum;Clostridium botulinum NCTC 2916;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
120111;GCF_002866045.1;Clostridium_F botulinum;Clostridium botulinum H04402 065;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
43789;GCF_002866125.1;Clostridium_F botulinum;Clostridium botulinum CFSAN002367;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum NCTC 2916
79339;GCF_002866225.1;Clostridium_F botulinum;Clostridium botulinum CFSAN002367;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
112257;GCF_003017265.1;Clostridium_F botulinum_A;Clostridium sporogenes ATCC 15579;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A3 str. Loch Maree
111798;GCF_003017335.1;Clostridium_F botulinum_A;Clostridium sporogenes ATCC 15579;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A3 str. Loch Maree
58917;GCF_003058345.1;Clostridium_F botulinum;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
37379;GCF_003058445.1;Clostridium_F botulinum;Clostridium botulinum A str. ATCC 19397;Clostridium botulinum;Clostridium botulinum;Clostridium botulinum A str. Hall
48044;GCF_001456065.2;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum 60E.3
37593;GCF_001465175.1;Clostridium butyricum;Clostridium butyricum DKU-01;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum
94535;GCF_001646605.1;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum
122803;GCF_001886875.1;Clostridium butyricum;Clostridium butyricum 5521;Clostridium butyricum;Clostridium butyricum;Clostridium butyricum 60E.3
59919;GCF_000145275.1;Clostridium_K cellulovorans;Clostridium cellulovorans 743B;Clostridium cellulovorans 743B;Clostridium cellulovorans;Clostridium cellulovorans 743B
121408;GCF_900187165.1;Clostridium_G cochlearium;Clostridium botulinum NCTC 2916;Clostridium cochlearium;Clostridium cochlearium;Clostridium cochlearium
118287;GCF_001854185.1;Clostridium_W formicaceticum;Alkaliphilus metalliredigens QYMF;Clostridium formicaceticum;Clostridium formicaceticum;Clostridium formicaceticum
91464;GCF_002080475.1;Clostridium_W formicaceticum;Alkaliphilus metalliredigens QYMF;Clostridium formicaceticum;Clostridium formicaceticum;Clostridium formicaceticum
84631;GCF_000389635.1;Clostridium_I pasteurianum_A;Clostridium pasteurianum BC1;Clostridium pasteurianum BC1;Clostridium pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013
27550;GCF_000807175.1;Clostridium_I pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013
73469;GCF_000807255.1;Clostridium_I pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013
128542;GCF_001856645.1;Clostridium_I pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013
40786;GCF_001856695.1;Clostridium_I pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013;Clostridium pasteurianum;Clostridium pasteurianum;Clostridium pasteurianum DSM 525 = ATCC 6013
3131;GCF_000009685.1;Clostridium_P perfringens;Clostridium perfringens;Clostridium perfringens str. 13;Clostridium perfringens;Clostridium perfringens str. 13
41320;GCF_000013285.1;Clostridium_P perfringens;Clostridium perfringens ATCC 13124;Clostridium perfringens ATCC 13124;Clostridium perfringens;Clostridium perfringens ATCC 13124
96491;GCF_001304735.1;Clostridium_P perfringens;Clostridium perfringens E str. JGS1987;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens CPE str. F4969
974;GCF_001579765.1;Clostridium_P perfringens;Clostridium perfringens B str. ATCC 3626;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens B str. ATCC 3626
55684;GCF_001579785.1;Clostridium_P perfringens;Clostridium perfringens C str. JGS1495;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens NCTC 8239
30224;GCF_001854085.1;Clostridium_P perfringens;Clostridium perfringens B str. ATCC 3626;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens B str. ATCC 3626
139531;GCF_002312985.1;Clostridium_P perfringens;Clostridium perfringens ATCC 13124;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens CPE str. F4969
126870;GCF_002355795.1;Clostridium_P perfringens;Clostridium perfringens ATCC 13124;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens ATCC 13124
89243;GCF_003203455.1;Clostridium_P perfringens;Clostridium perfringens ATCC 13124;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens ATCC 13124
65690;GCF_900475545.1;Clostridium_P perfringens;Clostridium perfringens NCTC 8239;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens B str. ATCC 3626
48731;GCF_900478015.1;Clostridium_P perfringens;Clostridium perfringens NCTC 8239;Clostridium perfringens;Clostridium perfringens;Clostridium perfringens B str. ATCC 3626
63335;GCF_000973705.1;Clostridium_F sporogenes;Clostridium botulinum Prevot_594;Clostridium sporogenes;Clostridium sporogenes;Clostridium botulinum A str. Hall
72668;GCF_001020205.1;Clostridium_F sporogenes;Clostridium sporogenes;Clostridium sporogenes;Clostridium sporogenes;Clostridium sporogenes ATCC 15579
51100;GCF_000007625.1;Clostridium_G tetani;Clostridium tetani;Clostridium tetani E88;Clostridium tetani;Clostridium tetani E88
87668;GCF_000967115.2;Clostridium_G tetani;Clostridium tetani 12124569;Clostridium tetani 12124569;Clostridium tetani;Clostridium tetani 12124569
42639;GCF_001642655.1;Clostridium_B tyrobutyricum;Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008;Clostridium tyrobutyricum;Clostridium tyrobutyricum;Clostridium tyrobutyricum
58501;GCF_000016965.1;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702;Clostridium beijerinckii NCIMB 8052;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702
106639;GCF_000767745.1;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702;Clostridium beijerinckii ATCC 35702;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702
58908;GCF_000833105.2;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702
52225;GCF_002003345.1;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii;Clostridium beijerinckii ATCC 35702
